   % Range crossline_E_amp crossline_E_phs inline_B_amp inline_B_phs  vertical_B_amp vertical_B_phs 
          0.0000  0.30001510E-06  179.98 0.30097979E-10 -179.95 0.79951845E-12    0.04
        250.0000  0.40088537E-08  179.77 0.92291761E-13 -177.11 0.15082720E-11    0.55
        500.0000  0.77064706E-09  179.35 0.82972779E-13 -178.52 0.39357091E-12    1.52
        750.0000  0.27829666E-09  178.73 0.60998790E-13 -178.66 0.17595326E-12    2.76
       1000.0000  0.13275569E-09  178.01 0.44388420E-13 -178.55 0.98869254E-13    4.21
       1250.0000  0.74356528E-10  177.24 0.33305858E-13 -178.32 0.63002841E-13    5.84
       1500.0000  0.46243140E-10  176.49 0.25823392E-13 -177.99 0.43458909E-13    7.61
       1750.0000  0.30952765E-10  175.82 0.20599592E-13 -177.58 0.31649647E-13    9.52
       2000.0000  0.21876631E-10  175.25 0.16823020E-13 -177.09 0.23974326E-13   11.53
       2250.0000  0.16123769E-10  174.83 0.14004758E-13 -176.52 0.18708397E-13   13.64
       2500.0000  0.12286174E-10  174.57 0.11842901E-13 -175.87 0.14941711E-13   15.84
       2750.0000  0.96189181E-11  174.48 0.10145095E-13 -175.15 0.12156944E-13   18.10
       3000.0000  0.77012330E-11  174.58 0.87848153E-14 -174.37 0.10042288E-13   20.41
       3250.0000  0.62825653E-11  174.84 0.76762827E-14 -173.52 0.84006519E-14   22.78
       3500.0000  0.52071046E-11  175.28 0.67596986E-14 -172.62 0.71024478E-14   25.19
       3750.0000  0.43743742E-11  175.88 0.59923126E-14 -171.67 0.60596002E-14   27.62
       4000.0000  0.37175422E-11  176.62 0.53428632E-14 -170.67 0.52105306E-14   30.09
       4250.0000  0.31909462E-11  177.48 0.47880248E-14 -169.63 0.45111239E-14   32.57
       4500.0000  0.27626418E-11  178.46 0.43100770E-14 -168.55 0.39290978E-14   35.06
       4750.0000  0.24098064E-11  179.54 0.38953406E-14 -167.44 0.34403845E-14   37.56
       5000.0000  0.21158229E-11 -179.31 0.35331035E-14 -166.31 0.30267432E-14   40.07
       5250.0000  0.18683831E-11 -178.08 0.32148693E-14 -165.15 0.26741447E-14   42.57
       5500.0000  0.16582267E-11 -176.81 0.29338206E-14 -163.97 0.23716572E-14   45.07
       5750.0000  0.14782859E-11 -175.49 0.26844304E-14 -162.78 0.21106614E-14   47.57
       6000.0000  0.13230946E-11 -174.14 0.24621753E-14 -161.57 0.18842884E-14   50.06
       6250.0000  0.11883736E-11 -172.76 0.22633214E-14 -160.35 0.16870113E-14   52.54
       6500.0000  0.10707352E-11 -171.37 0.20847625E-14 -159.13 0.15143433E-14   55.00
       6750.0000  0.96746915E-12 -169.98 0.19238958E-14 -157.91 0.13626130E-14   57.45
       7000.0000  0.87638584E-12 -168.58 0.17785259E-14 -156.68 0.12287934E-14   59.88
       7250.0000  0.79570059E-12 -167.18 0.16467898E-14 -155.46 0.11103722E-14   62.30
       7500.0000  0.72394630E-12 -165.80 0.15270976E-14 -154.23 0.10052505E-14   64.70
       7750.0000  0.65990749E-12 -164.42 0.14180851E-14 -153.02 0.91166512E-15   67.08
       8000.0000  0.60256978E-12 -163.07 0.13185764E-14 -151.81 0.82812649E-15   69.44
       8250.0000  0.55108080E-12 -161.73 0.12275530E-14 -150.61 0.75336986E-15   71.77
       8500.0000  0.50471977E-12 -160.42 0.11441288E-14 -149.42 0.68631635E-15   74.09
       8750.0000  0.46287354E-12 -159.13 0.10675301E-14 -148.25 0.62604152E-15   76.39
       9000.0000  0.42501763E-12 -157.87 0.99707868E-15 -147.08 0.57174999E-15   78.66
       9250.0000  0.39070107E-12 -156.64 0.93217772E-15 -145.93 0.52275474E-15   80.91
       9500.0000  0.35953423E-12 -155.44 0.87230042E-15 -144.80 0.47846022E-15   83.13
       9750.0000  0.33117895E-12 -154.27 0.81698026E-15 -143.68 0.43834831E-15   85.33
      10000.0000  0.30534049E-12 -153.15 0.76580283E-15 -142.58 0.40196687E-15   87.51
